age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
31;blue-collar;married;secondary;no;-617;yes;no;unknown;2;jun;115;2;-1;0;unknown;no
30;unemployed;single;secondary;no;500;yes;no;unknown;2;jun;178;2;-1;0;unknown;no
33;technician;married;tertiary;no;2364;yes;no;unknown;2;jun;154;2;-1;0;unknown;no
35;services;married;secondary;no;456;yes;yes;unknown;2;jun;100;4;-1;0;unknown;no
51;blue-collar;married;unknown;no;0;no;no;unknown;2;jun;61;7;-1;0;unknown;no
47;admin.;married;primary;no;68;yes;no;unknown;2;jun;754;2;-1;0;unknown;no
36;management;divorced;tertiary;no;5195;yes;no;unknown;2;jun;55;25;-1;0;unknown;no
34;blue-collar;married;primary;no;1090;yes;no;unknown;2;jun;130;2;-1;0;unknown;no
37;admin.;divorced;secondary;no;673;yes;no;unknown;2;jun;509;2;-1;0;unknown;no
40;entrepreneur;divorced;unknown;no;2418;yes;yes;unknown;2;jun;181;16;-1;0;unknown;no
33;admin.;divorced;primary;no;1416;yes;no;unknown;2;jun;239;4;-1;0;unknown;no
35;blue-collar;married;primary;no;828;no;no;unknown;2;jun;468;8;-1;0;unknown;no
58;retired;married;secondary;no;1604;yes;no;unknown;2;jun;358;3;-1;0;unknown;no
28;admin.;single;tertiary;no;1540;yes;no;unknown;2;jun;442;11;-1;0;unknown;no
36;management;married;tertiary;no;0;yes;no;unknown;2;jun;1576;3;-1;0;unknown;no
41;admin.;married;secondary;no;-18;yes;yes;unknown;2;jun;83;6;-1;0;unknown;no
41;admin.;divorced;secondary;no;-106;yes;no;unknown;2;jun;134;3;-1;0;unknown;no
43;management;divorced;tertiary;no;1;yes;yes;unknown;2;jun;28;8;-1;0;unknown;no
59;blue-collar;married;secondary;no;104;yes;no;unknown;2;jun;92;5;-1;0;unknown;no
43;management;married;unknown;no;498;yes;no;unknown;2;jun;73;5;-1;0;unknown;no
43;blue-collar;married;primary;no;7343;yes;no;unknown;2;jun;217;4;-1;0;unknown;no
50;blue-collar;married;primary;no;33;yes;no;unknown;2;jun;134;8;-1;0;unknown;no
58;admin.;married;secondary;no;3496;yes;no;unknown;2;jun;111;4;-1;0;unknown;no
39;blue-collar;married;primary;no;592;yes;no;unknown;2;jun;222;2;-1;0;unknown;no
55;unemployed;married;secondary;yes;1108;yes;yes;unknown;2;jun;75;4;-1;0;unknown;no
44;blue-collar;single;secondary;no;-292;yes;no;unknown;2;jun;179;7;-1;0;unknown;no
35;technician;single;secondary;no;1708;yes;no;unknown;2;jun;110;3;-1;0;unknown;no
48;blue-collar;married;primary;no;235;yes;no;unknown;2;jun;58;4;-1;0;unknown;no
37;blue-collar;married;unknown;no;-1050;yes;no;unknown;2;jun;548;2;-1;0;unknown;no
31;admin.;single;secondary;no;2398;yes;no;unknown;2;jun;16;13;-1;0;unknown;no
33;technician;single;tertiary;no;5234;no;no;unknown;2;jun;213;3;-1;0;unknown;no
37;blue-collar;married;secondary;no;954;yes;no;unknown;2;jun;402;9;-1;0;unknown;no
33;student;single;tertiary;no;3404;yes;no;unknown;2;jun;312;3;-1;0;unknown;no
23;blue-collar;single;secondary;no;27;yes;no;unknown;2;jun;280;2;-1;0;unknown;no
33;blue-collar;single;secondary;no;6285;yes;no;unknown;2;jun;689;3;-1;0;unknown;no
49;blue-collar;married;primary;no;355;yes;no;unknown;2;jun;253;7;-1;0;unknown;no
51;entrepreneur;married;secondary;no;0;yes;yes;unknown;2;jun;184;5;-1;0;unknown;no
43;blue-collar;married;secondary;no;4309;yes;no;unknown;2;jun;43;15;-1;0;unknown;no
49;management;divorced;tertiary;no;696;yes;no;unknown;2;jun;310;3;-1;0;unknown;no
39;services;divorced;secondary;no;-718;yes;no;unknown;2;jun;90;4;-1;0;unknown;no
38;blue-collar;married;primary;no;-854;yes;no;unknown;2;jun;194;4;-1;0;unknown;no
42;management;married;secondary;no;12282;yes;no;unknown;2;jun;984;4;-1;0;unknown;no
29;management;married;secondary;no;0;yes;no;unknown;2;jun;85;4;-1;0;unknown;no
31;blue-collar;single;secondary;yes;-575;yes;no;unknown;2;jun;153;9;-1;0;unknown;no
39;management;married;primary;no;13;no;no;unknown;2;jun;59;4;-1;0;unknown;no
42;admin.;married;secondary;no;6445;yes;no;unknown;2;jun;20;8;-1;0;unknown;no
40;unemployed;married;secondary;no;1960;yes;no;unknown;2;jun;605;6;-1;0;unknown;yes
42;blue-collar;married;secondary;no;130;no;no;unknown;2;jun;180;3;-1;0;unknown;no
52;technician;married;secondary;no;930;yes;no;unknown;2;jun;94;16;-1;0;unknown;no
28;blue-collar;single;secondary;no;5149;yes;no;unknown;2;jun;232;3;-1;0;unknown;no
29;blue-collar;single;secondary;no;260;yes;no;unknown;2;jun;707;14;-1;0;unknown;yes
44;management;divorced;tertiary;yes;-411;yes;no;unknown;2;jun;432;4;-1;0;unknown;yes
23;services;single;secondary;no;342;yes;no;unknown;3;jun;152;6;-1;0;unknown;no
35;management;married;tertiary;no;2529;yes;no;unknown;3;jun;104;7;-1;0;unknown;no
41;services;married;tertiary;no;412;yes;no;unknown;3;jun;154;5;-1;0;unknown;no
60;technician;divorced;secondary;no;11615;yes;no;unknown;3;jun;70;10;-1;0;unknown;no
37;admin.;divorced;secondary;no;-165;yes;no;unknown;3;jun;48;2;-1;0;unknown;no
36;management;single;tertiary;no;3139;no;no;unknown;3;jun;182;5;-1;0;unknown;no
31;technician;single;secondary;no;674;yes;yes;unknown;3;jun;150;3;-1;0;unknown;no
39;blue-collar;single;primary;no;-360;yes;no;unknown;3;jun;209;2;-1;0;unknown;no
46;services;married;primary;no;43;yes;no;unknown;3;jun;86;5;-1;0;unknown;no
30;entrepreneur;single;secondary;no;265;yes;yes;unknown;3;jun;67;10;-1;0;unknown;no
45;admin.;divorced;secondary;no;-121;yes;no;unknown;3;jun;197;5;-1;0;unknown;no
47;services;married;secondary;no;344;yes;no;unknown;3;jun;87;1;-1;0;unknown;no
54;admin.;single;secondary;no;2423;no;no;unknown;3;jun;75;4;-1;0;unknown;no
51;technician;married;secondary;no;1186;yes;no;unknown;3;jun;450;3;-1;0;unknown;no
31;admin.;married;secondary;no;7634;yes;yes;unknown;3;jun;216;1;-1;0;unknown;no
36;management;single;tertiary;no;0;yes;no;unknown;3;jun;174;1;-1;0;unknown;no
31;blue-collar;married;secondary;no;-446;no;no;unknown;3;jun;180;1;-1;0;unknown;no
39;blue-collar;single;secondary;no;277;yes;no;unknown;3;jun;20;8;-1;0;unknown;no
38;blue-collar;married;secondary;no;648;yes;no;unknown;3;jun;179;1;-1;0;unknown;no
49;admin.;single;secondary;no;-1193;yes;yes;unknown;3;jun;73;1;-1;0;unknown;no
58;management;married;tertiary;no;107;yes;no;unknown;3;jun;55;1;-1;0;unknown;no
28;services;married;secondary;no;468;yes;yes;unknown;3;jun;222;1;-1;0;unknown;no
43;blue-collar;married;primary;no;-872;yes;yes;unknown;3;jun;267;1;-1;0;unknown;no
55;services;married;secondary;no;1695;yes;no;unknown;3;jun;69;2;-1;0;unknown;no
31;technician;married;secondary;no;-292;yes;yes;unknown;3;jun;186;1;-1;0;unknown;no
52;blue-collar;divorced;primary;no;196;yes;yes;unknown;3;jun;63;1;-1;0;unknown;no
35;technician;single;tertiary;no;914;no;no;unknown;3;jun;166;1;-1;0;unknown;no
41;admin.;single;secondary;no;734;yes;no;unknown;3;jun;332;3;-1;0;unknown;no
25;admin.;single;secondary;no;120;yes;no;unknown;3;jun;542;1;-1;0;unknown;no
37;management;married;tertiary;no;1125;yes;no;unknown;3;jun;301;1;-1;0;unknown;no
31;technician;single;tertiary;no;1166;yes;no;unknown;3;jun;207;1;-1;0;unknown;no
34;blue-collar;single;secondary;no;13683;yes;no;unknown;3;jun;115;3;-1;0;unknown;no
32;services;married;secondary;yes;-790;yes;no;unknown;3;jun;159;1;-1;0;unknown;no
46;technician;married;secondary;no;231;yes;no;unknown;3;jun;117;1;-1;0;unknown;no
30;admin.;single;secondary;no;3809;yes;no;unknown;3;jun;159;4;-1;0;unknown;no
42;management;married;tertiary;no;255;yes;yes;unknown;3;jun;238;2;-1;0;unknown;no
33;services;married;secondary;no;34;yes;yes;unknown;3;jun;161;1;-1;0;unknown;no
32;technician;single;secondary;no;1279;yes;no;unknown;3;jun;1173;3;-1;0;unknown;yes
38;management;married;tertiary;yes;-562;yes;no;unknown;3;jun;206;1;-1;0;unknown;no
30;admin.;married;secondary;yes;-938;yes;no;unknown;3;jun;438;1;-1;0;unknown;no
29;technician;single;tertiary;no;2893;yes;no;unknown;3;jun;250;1;-1;0;unknown;no
43;blue-collar;married;primary;no;-120;yes;no;unknown;3;jun;46;1;-1;0;unknown;no
41;blue-collar;married;secondary;no;-256;yes;no;unknown;3;jun;147;2;-1;0;unknown;no
30;unemployed;single;secondary;no;-306;yes;no;unknown;3;jun;275;1;-1;0;unknown;no
42;technician;single;unknown;no;344;yes;no;unknown;3;jun;26;7;-1;0;unknown;no
37;technician;divorced;secondary;no;1772;no;no;unknown;3;jun;202;1;-1;0;unknown;no
31;unemployed;married;secondary;no;86;yes;yes;unknown;3;jun;963;2;-1;0;unknown;yes
26;services;single;secondary;no;92;yes;no;unknown;3;jun;50;4;-1;0;unknown;no
25;blue-collar;single;secondary;no;2096;yes;no;unknown;3;jun;236;2;-1;0;unknown;no
51;management;married;tertiary;no;1355;yes;no;unknown;3;jun;272;1;-1;0;unknown;no
30;technician;married;secondary;no;418;yes;no;unknown;3;jun;112;1;-1;0;unknown;no
30;admin.;married;secondary;no;457;yes;no;unknown;3;jun;384;5;-1;0;unknown;no
28;admin.;single;secondary;no;1323;yes;no;unknown;3;jun;361;1;-1;0;unknown;no
27;management;single;tertiary;no;450;yes;no;unknown;3;jun;49;1;-1;0;unknown;no
26;admin.;single;secondary;no;317;yes;no;unknown;3;jun;953;1;-1;0;unknown;no
54;blue-collar;divorced;unknown;no;1545;yes;no;unknown;3;jun;148;2;-1;0;unknown;no
25;blue-collar;married;primary;yes;-589;yes;no;unknown;3;jun;233;1;-1;0;unknown;no
26;technician;single;secondary;no;3070;yes;no;unknown;3;jun;409;1;-1;0;unknown;no
27;blue-collar;single;secondary;no;446;yes;no;unknown;3;jun;194;1;-1;0;unknown;no
29;blue-collar;married;secondary;no;-475;yes;no;unknown;3;jun;538;2;-1;0;unknown;no
21;unemployed;married;secondary;no;2062;yes;no;unknown;3;jun;103;1;-1;0;unknown;no
25;admin.;single;tertiary;no;407;yes;no;unknown;3;jun;579;1;-1;0;unknown;no
44;services;married;secondary;no;646;yes;no;unknown;3;jun;183;4;-1;0;unknown;no
35;admin.;single;secondary;no;182;yes;no;unknown;3;jun;117;1;-1;0;unknown;no
28;blue-collar;married;secondary;no;0;yes;yes;unknown;3;jun;210;1;-1;0;unknown;no
42;technician;married;secondary;no;-129;yes;no;unknown;3;jun;175;1;-1;0;unknown;no
29;technician;married;primary;no;1761;yes;no;unknown;3;jun;186;1;-1;0;unknown;no
30;services;married;secondary;no;227;no;yes;unknown;3;jun;23;1;-1;0;unknown;no
43;technician;married;secondary;no;463;no;no;unknown;3;jun;268;1;-1;0;unknown;no
54;management;single;tertiary;no;0;yes;no;unknown;3;jun;68;1;-1;0;unknown;no
41;blue-collar;single;secondary;no;948;yes;no;unknown;3;jun;157;1;-1;0;unknown;no
36;housemaid;married;primary;no;191;yes;no;unknown;3;jun;132;1;-1;0;unknown;no
42;blue-collar;married;primary;no;187;yes;no;unknown;3;jun;43;1;-1;0;unknown;no
42;services;married;secondary;no;3689;yes;no;unknown;3;jun;363;1;-1;0;unknown;no
36;technician;single;tertiary;no;743;yes;no;unknown;3;jun;517;1;-1;0;unknown;no
52;management;married;tertiary;no;575;no;no;unknown;3;jun;315;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;-605;yes;yes;unknown;3;jun;143;1;-1;0;unknown;no
39;unemployed;married;secondary;no;0;yes;no;unknown;3;jun;73;1;-1;0;unknown;no
49;blue-collar;married;primary;no;2068;yes;no;unknown;3;jun;45;1;-1;0;unknown;no
41;self-employed;married;secondary;no;2812;yes;no;unknown;3;jun;447;1;-1;0;unknown;no
48;technician;divorced;secondary;no;-154;no;no;unknown;3;jun;342;3;-1;0;unknown;no
50;management;married;tertiary;no;1854;yes;yes;unknown;3;jun;119;2;-1;0;unknown;no
44;admin.;divorced;secondary;no;776;yes;no;unknown;3;jun;150;1;-1;0;unknown;no
45;technician;married;secondary;no;4466;yes;no;unknown;3;jun;110;1;-1;0;unknown;no
49;management;divorced;tertiary;no;9326;yes;no;unknown;3;jun;166;1;-1;0;unknown;no
34;admin.;married;secondary;no;220;yes;no;unknown;3;jun;65;13;-1;0;unknown;no
46;blue-collar;married;primary;no;596;yes;no;unknown;3;jun;404;13;-1;0;unknown;no
38;technician;single;secondary;no;12926;yes;no;unknown;3;jun;280;1;-1;0;unknown;no
48;services;married;secondary;no;2877;yes;no;unknown;3;jun;157;1;-1;0;unknown;no
47;blue-collar;married;primary;no;-127;yes;no;unknown;3;jun;170;3;-1;0;unknown;no
58;retired;married;secondary;no;3909;yes;no;unknown;3;jun;80;1;-1;0;unknown;no
45;blue-collar;married;secondary;no;784;yes;yes;unknown;3;jun;34;1;-1;0;unknown;no
38;management;married;tertiary;no;1221;yes;no;unknown;3;jun;258;1;-1;0;unknown;no
37;management;single;tertiary;no;1449;no;no;unknown;3;jun;291;1;-1;0;unknown;no
37;blue-collar;married;primary;no;1534;yes;no;unknown;3;jun;126;4;-1;0;unknown;no
37;self-employed;married;tertiary;no;1510;yes;no;unknown;3;jun;88;2;-1;0;unknown;no
40;self-employed;married;secondary;yes;-754;yes;yes;unknown;3;jun;941;3;-1;0;unknown;yes
23;services;married;secondary;no;1309;yes;no;unknown;3;jun;349;2;-1;0;unknown;no
38;blue-collar;married;secondary;no;205;yes;no;unknown;3;jun;170;1;-1;0;unknown;no
43;entrepreneur;married;secondary;no;3862;yes;no;unknown;3;jun;102;1;-1;0;unknown;no
55;admin.;divorced;secondary;no;873;yes;yes;unknown;3;jun;131;1;-1;0;unknown;no
53;blue-collar;married;primary;no;358;yes;no;unknown;3;jun;384;1;-1;0;unknown;no
42;entrepreneur;married;secondary;no;2869;yes;no;unknown;3;jun;440;1;-1;0;unknown;no
48;management;divorced;tertiary;no;1669;yes;no;unknown;3;jun;143;1;-1;0;unknown;no
36;blue-collar;married;secondary;no;13;no;no;unknown;3;jun;284;1;-1;0;unknown;no
45;retired;married;primary;no;0;no;no;unknown;3;jun;290;1;-1;0;unknown;no
28;entrepreneur;single;secondary;no;1734;yes;no;unknown;3;jun;161;3;-1;0;unknown;no
37;management;married;tertiary;no;0;yes;no;unknown;3;jun;247;13;-1;0;unknown;no
40;retired;single;secondary;no;1734;yes;no;unknown;3;jun;123;4;-1;0;unknown;no
44;blue-collar;married;secondary;no;3813;yes;no;unknown;3;jun;771;1;-1;0;unknown;no
44;technician;married;secondary;no;497;yes;no;unknown;3;jun;103;2;-1;0;unknown;no
38;services;married;secondary;no;823;yes;no;unknown;3;jun;132;5;-1;0;unknown;no
38;blue-collar;married;secondary;no;769;yes;no;unknown;3;jun;235;1;-1;0;unknown;no
43;entrepreneur;married;secondary;no;0;no;no;unknown;3;jun;1025;7;-1;0;unknown;yes
37;blue-collar;married;secondary;no;67;no;no;unknown;3;jun;45;2;-1;0;unknown;no
37;blue-collar;married;secondary;yes;-399;yes;yes;unknown;3;jun;21;3;-1;0;unknown;no
58;services;married;primary;no;943;yes;no;unknown;3;jun;243;3;-1;0;unknown;no
40;self-employed;married;primary;no;435;yes;yes;unknown;3;jun;131;5;-1;0;unknown;no
35;blue-collar;married;secondary;no;412;yes;no;unknown;3;jun;316;1;-1;0;unknown;no
26;management;single;tertiary;no;-630;yes;yes;unknown;3;jun;192;2;-1;0;unknown;no
34;blue-collar;single;unknown;no;6141;yes;no;unknown;3;jun;145;1;-1;0;unknown;no
46;blue-collar;married;secondary;no;572;yes;no;unknown;3;jun;288;2;-1;0;unknown;no
37;blue-collar;married;primary;no;907;yes;no;unknown;3;jun;23;1;-1;0;unknown;no
24;blue-collar;married;secondary;no;1073;yes;no;unknown;3;jun;569;2;-1;0;unknown;no
33;services;married;secondary;no;334;yes;no;unknown;3;jun;23;1;-1;0;unknown;no
32;technician;single;secondary;no;471;yes;no;unknown;3;jun;379;2;-1;0;unknown;no
36;blue-collar;married;secondary;no;16402;yes;no;unknown;3;jun;406;3;-1;0;unknown;no
48;services;divorced;secondary;no;4408;yes;no;unknown;3;jun;106;6;-1;0;unknown;no
57;retired;married;secondary;no;519;yes;no;unknown;3;jun;393;3;-1;0;unknown;no
39;unemployed;married;secondary;no;270;yes;no;unknown;3;jun;116;1;-1;0;unknown;no
31;blue-collar;married;primary;no;746;yes;yes;unknown;3;jun;25;1;-1;0;unknown;no
35;services;divorced;secondary;no;-269;yes;no;unknown;3;jun;118;2;-1;0;unknown;no
30;management;single;tertiary;no;218;no;no;unknown;3;jun;75;1;-1;0;unknown;no
32;management;single;tertiary;no;12686;yes;no;unknown;3;jun;54;1;-1;0;unknown;no
39;blue-collar;married;primary;no;572;yes;yes;unknown;3;jun;235;1;-1;0;unknown;no
38;technician;married;secondary;no;27;yes;no;unknown;3;jun;404;4;-1;0;unknown;no
37;services;married;secondary;no;0;yes;no;unknown;3;jun;126;1;-1;0;unknown;no
30;admin.;married;secondary;no;-366;yes;yes;unknown;3;jun;102;1;-1;0;unknown;no
35;management;single;tertiary;no;4788;yes;no;unknown;3;jun;227;1;-1;0;unknown;no
49;blue-collar;married;secondary;no;-581;yes;no;unknown;3;jun;123;5;-1;0;unknown;no
30;blue-collar;married;primary;no;346;yes;no;unknown;3;jun;135;1;-1;0;unknown;no
23;blue-collar;single;secondary;no;1311;yes;no;unknown;3;jun;100;3;-1;0;unknown;no
32;admin.;single;secondary;no;725;yes;no;unknown;3;jun;303;1;-1;0;unknown;no
27;management;single;secondary;no;178;yes;no;unknown;3;jun;732;2;-1;0;unknown;yes
30;management;single;tertiary;no;2186;yes;no;unknown;3;jun;366;1;-1;0;unknown;no
32;management;single;tertiary;no;974;yes;no;unknown;3;jun;228;1;-1;0;unknown;no
31;admin.;single;secondary;no;1588;yes;no;unknown;3;jun;14;1;-1;0;unknown;no
32;services;married;secondary;no;1464;yes;no;unknown;3;jun;193;1;-1;0;unknown;no
32;blue-collar;married;secondary;no;931;yes;no;unknown;3;jun;409;1;-1;0;unknown;no
30;management;single;tertiary;no;149;yes;no;unknown;3;jun;220;2;-1;0;unknown;no
35;blue-collar;married;secondary;no;11;no;no;unknown;3;jun;32;3;-1;0;unknown;no
37;technician;single;secondary;no;466;yes;no;unknown;3;jun;231;2;-1;0;unknown;no
30;management;single;tertiary;no;234;yes;no;unknown;3;jun;242;2;-1;0;unknown;no
46;blue-collar;married;secondary;no;243;yes;no;unknown;3;jun;310;4;-1;0;unknown;no
32;management;divorced;secondary;no;-107;yes;no;unknown;3;jun;216;2;-1;0;unknown;no
34;management;single;tertiary;no;618;yes;no;unknown;3;jun;119;4;-1;0;unknown;no
33;services;single;secondary;no;6531;yes;no;unknown;3;jun;495;3;-1;0;unknown;no
59;management;married;tertiary;no;202;yes;no;unknown;3;jun;128;6;-1;0;unknown;no
30;services;married;secondary;no;0;yes;yes;unknown;3;jun;185;1;-1;0;unknown;no
31;admin.;single;secondary;no;527;yes;no;unknown;3;jun;722;2;-1;0;unknown;no
40;blue-collar;married;primary;no;1698;yes;yes;unknown;3;jun;240;5;-1;0;unknown;no
31;admin.;single;secondary;no;2104;yes;no;unknown;3;jun;455;1;-1;0;unknown;no
31;technician;married;tertiary;yes;859;yes;no;unknown;3;jun;138;2;-1;0;unknown;no
33;technician;married;secondary;no;1021;yes;no;unknown;3;jun;361;3;-1;0;unknown;no
27;admin.;single;secondary;no;691;yes;no;unknown;3;jun;418;2;-1;0;unknown;no
31;admin.;single;primary;no;-263;yes;no;unknown;3;jun;208;1;-1;0;unknown;no
29;services;single;secondary;no;498;yes;no;unknown;3;jun;177;26;-1;0;unknown;no
44;admin.;married;tertiary;no;1588;yes;no;unknown;3;jun;84;15;-1;0;unknown;no
36;blue-collar;single;secondary;no;35;yes;no;unknown;3;jun;435;3;-1;0;unknown;no
37;management;married;secondary;no;341;no;no;unknown;3;jun;120;2;-1;0;unknown;no
24;admin.;single;secondary;no;66;yes;no;unknown;3;jun;825;1;-1;0;unknown;no
51;self-employed;divorced;secondary;no;1291;yes;no;unknown;3;jun;51;2;-1;0;unknown;no
32;blue-collar;married;secondary;no;1780;yes;yes;unknown;3;jun;238;6;-1;0;unknown;no
36;technician;divorced;tertiary;no;1762;yes;no;unknown;3;jun;259;1;-1;0;unknown;no
30;services;divorced;secondary;no;167;yes;no;unknown;3;jun;237;2;-1;0;unknown;no
47;admin.;married;secondary;no;0;no;no;unknown;3;jun;110;2;-1;0;unknown;no
37;services;single;secondary;no;278;yes;no;unknown;3;jun;1045;3;-1;0;unknown;yes
27;blue-collar;married;secondary;no;818;yes;no;unknown;3;jun;188;5;-1;0;unknown;no
32;admin.;married;secondary;no;277;yes;no;unknown;3;jun;231;12;-1;0;unknown;no
47;management;divorced;tertiary;no;-478;yes;no;unknown;3;jun;27;6;-1;0;unknown;no
45;blue-collar;married;secondary;no;-221;yes;yes;unknown;3;jun;170;1;-1;0;unknown;no
28;blue-collar;married;secondary;no;269;yes;no;unknown;3;jun;615;1;-1;0;unknown;no
53;entrepreneur;divorced;unknown;no;4736;yes;no;unknown;3;jun;676;5;-1;0;unknown;no
45;management;married;tertiary;no;1373;yes;no;unknown;3;jun;192;4;-1;0;unknown;no
33;management;married;tertiary;no;3456;yes;no;unknown;3;jun;258;2;-1;0;unknown;no
41;blue-collar;divorced;secondary;no;47;yes;no;unknown;3;jun;85;1;-1;0;unknown;no
28;blue-collar;married;secondary;no;217;yes;no;unknown;3;jun;860;1;-1;0;unknown;no
35;technician;married;tertiary;no;2188;yes;no;unknown;3;jun;680;2;-1;0;unknown;no
47;management;divorced;tertiary;no;17964;yes;no;unknown;3;jun;165;2;-1;0;unknown;no
27;services;single;secondary;no;3110;yes;no;unknown;3;jun;356;2;-1;0;unknown;no
30;blue-collar;single;secondary;no;855;yes;no;unknown;3;jun;235;2;-1;0;unknown;no
40;management;single;tertiary;no;1820;yes;yes;unknown;3;jun;173;3;-1;0;unknown;no
34;blue-collar;single;secondary;no;-42;yes;yes;unknown;3;jun;294;2;-1;0;unknown;no
39;self-employed;single;tertiary;no;1132;yes;no;unknown;3;jun;216;1;-1;0;unknown;no
26;services;single;secondary;no;76;yes;no;unknown;3;jun;177;1;-1;0;unknown;no
27;entrepreneur;single;tertiary;no;512;yes;yes;unknown;3;jun;220;1;-1;0;unknown;no
45;blue-collar;married;secondary;no;7858;yes;no;unknown;3;jun;641;2;-1;0;unknown;no
43;entrepreneur;married;tertiary;no;2589;no;no;unknown;3;jun;38;3;-1;0;unknown;no
34;management;single;tertiary;no;340;yes;no;unknown;3;jun;633;28;-1;0;unknown;no
30;entrepreneur;single;tertiary;no;-63;yes;no;unknown;3;jun;94;1;-1;0;unknown;no
